Origin,Original_Sentence,Generated_Sentence,BLEU_Score,Label,Tag,logic_words
Synthetic,the bald eagle is beautiful.,The bald eagle isn't ugly.,12.22307556087252,1,Double negation law,None
Synthetic,the bald eagle is strong.,The bald eagle is not weak.,26.269098944241588,1,Double negation law,None
Synthetic,the bald eagle is powerful.,The bald eagle is not powerless.,26.269098944241588,1,Double negation law,None
Synthetic,the bald eagle is angry.,The bald eagle was not unangry.,14.535768424205482,1,Double negation law,None
Synthetic,the tiger is beautiful.,The tiger isn't ugly.,7.809849842300637,1,Double negation law,None
Synthetic,the tiger is strong.,The tiger is not weak.,17.965205598154213,1,Double negation law,None
Synthetic,the tiger is powerful.,The Tiger is not powerless.,9.652434877402245,1,Double negation law,None
Synthetic,the tiger is angry.,The Tiger is not unangry.,9.652434877402245,1,Double negation law,None
Synthetic,the bear is beautiful.,The bear isn't ugly.,7.809849842300637,1,Double negation law,None
Synthetic,the bear is strong.,The bear is not weak.,17.965205598154213,1,Double negation law,None
Synthetic,the bear is powerful.,The bear is not powerless.,17.965205598154213,1,Double negation law,None
Synthetic,the bear is angry.,The bear is not unangry.,17.965205598154213,1,Double negation law,None
Synthetic,the lion is beautiful.,The lion isn't ugly.,7.809849842300637,1,Double negation law,None
Synthetic,the lion is strong.,The lion is not weak.,17.965205598154213,1,Double negation law,None
Synthetic,the lion is powerful.,The Lion is not powerless.,9.652434877402245,1,Double negation law,None
Synthetic,the lion is angry.,The Lion is not unangry.,9.652434877402245,1,Double negation law,None
Synthetic,the wolf is beautiful.,The wolf isn't ugly.,7.809849842300637,1,Double negation law,None
Synthetic,the wolf is strong.,The Wolf is not weak.,9.652434877402245,1,Double negation law,None
Synthetic,the wolf is powerful.,The Wolf is not powerless.,9.652434877402245,1,Double negation law,None
Synthetic,the wolf is angry.,The Wolf is not unangry.,9.652434877402245,1,Double negation law,None
Synthetic,the crocodile is beautiful.,Crocodiles aren't ugly.,8.116697886877475,1,Double negation law,None
Synthetic,the crocodile is strong.,Crocodiles are not weak.,10.682175159905848,1,Double negation law,None
Synthetic,the crocodile is powerful.,Crocodiles are not powerless.,10.682175159905848,1,Double negation law,None
Synthetic,the crocodile is angry.,Crocodiles are not unangry.,10.682175159905848,1,Double negation law,None
Synthetic,the dinosaur is beautiful.,The dinosaurs aren't ugly.,6.567274736060395,1,Double negation law,None
Synthetic,the dinosaur is strong.,The dinosaurs are not weak.,8.116697886877475,1,Double negation law,None
Synthetic,the dinosaur is powerful.,The dinosaurs are not powerless.,8.116697886877475,1,Double negation law,None
Synthetic,the dinosaur is angry.,The dinosaurs are not unangry.,8.116697886877475,1,Double negation law,None
Synthetic,the snake is beautiful.,The snake isn't ugly.,7.809849842300637,1,Double negation law,None
Synthetic,the snake is strong.,The snake is not weak.,17.965205598154213,1,Double negation law,None
Synthetic,the snake is powerful.,The snake is not powerless.,17.965205598154213,1,Double negation law,None
Synthetic,the snake is angry.,The snake is not unangry.,17.965205598154213,1,Double negation law,None
Synthetic,the leopard is beautiful.,The leopard isn't ugly.,7.809849842300637,1,Double negation law,None
Synthetic,the leopard is strong.,The leopard is not weak.,17.965205598154213,1,Double negation law,None
Synthetic,the leopard is powerful.,The leopard is not powerless.,17.965205598154213,1,Double negation law,None
Synthetic,the leopard is angry.,The leopard is not unangry.,17.965205598154213,1,Double negation law,None
Synthetic,the cat is beautiful.,The cat isn't ugly.,7.809849842300637,1,Double negation law,None
Synthetic,the cat is strong.,The cat is not weak.,17.965205598154213,1,Double negation law,None
Synthetic,the cat is powerful.,The cat is not powerless.,17.965205598154213,1,Double negation law,None
Synthetic,the cat is angry.,The cat is not unangry.,17.965205598154213,1,Double negation law,None
Synthetic,the dog is beautiful.,The dog isn't ugly.,7.809849842300637,1,Double negation law,None
